Account length,International plan,Voice mail plan,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total Charges,Total_Usage,Service_Stress,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY,Revenue_Segment_Medium,Revenue_Segment_High
168.0,0,0,128.8,96.0,104.9,71.0,141.1,128,11.2,2.0,1.0,0,40.190000000000005,386.0,0.005917159763313609,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.0,0,0,156.6,88.0,247.6,75.0,192.3,115,12.3,5.0,3.0,0,59.64,608.8,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62.0,0,0,120.7,70.0,307.2,76.0,203.0,99,13.1,6.0,3.5,0,59.309999999999995,644.0,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85.0,0,1,196.4,139.0,280.9,90.0,89.3,75,13.8,4.0,1.0,0,65.02,580.3999999999999,0.011627906976744186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93.0,0,0,190.7,114.0,218.2,111.0,129.6,121,8.1,3.0,3.0,0,58.989999999999995,546.6,0.031914893617021274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
76.0,0,1,189.7,66.0,212.8,65.0,165.7,108,10.0,5.0,1.0,0,60.50000000000001,578.2,0.012987012987012988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
73.0,0,0,224.4,90.0,159.5,88.0,192.8,74,13.0,2.0,1.0,0,63.9,589.7,0.013513513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
147.0,0,0,155.1,117.0,239.7,93.0,208.8,133,10.6,4.0,0.0,0,59.0,614.1999999999999,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77.0,0,0,62.4,89.0,169.9,121.0,209.6,64,5.7,6.0,3.5,1,36.019999999999996,447.59999999999997,0.04487179487179487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130.0,0,0,183.0,112.0,72.9,99.0,181.8,78,9.5,10.5,0.0,0,48.06,447.20000000000005,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132.0,0,0,81.1,86.0,245.2,72.0,237.0,115,10.3,2.0,0.0,0,48.08,573.5999999999999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
174.0,0,0,124.3,76.0,277.1,112.0,250.7,115,15.5,5.0,3.0,0,60.15,667.6,0.017142857142857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57.0,0,1,213.0,115.0,191.1,112.0,182.7,115,9.5,3.0,0.0,0,63.24,596.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
54.0,0,0,134.3,73.0,155.5,100.0,102.1,68,14.7,4.0,3.0,0,44.61,406.59999999999997,0.05454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,0,0,190.0,109.0,258.2,84.0,181.5,102,6.3,6.0,0.0,0,64.12,636.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142.0,0,0,84.8,95.0,136.7,63.0,250.5,148,14.2,6.0,2.0,0,41.14,486.2,0.013986013986013986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.0,0,0,226.1,105.0,201.5,107.0,246.2,98,10.3,5.0,1.0,0,69.42999999999999,684.0999999999999,0.013157894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172.0,0,0,212.0,121.0,63.54999999999997,115.0,293.3,78,12.6,10.0,3.0,0,55.29,581.4499999999999,0.017341040462427744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12.0,0,0,249.6,118.0,252.4,119.0,280.2,90,11.8,3.0,1.0,1,79.67999999999999,794.0,0.07692307692307693,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57.0,0,1,176.8,94.0,195.0,75.0,213.5,116,8.3,4.0,0.0,0,58.49,593.5999999999999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.0,0,1,220.0,80.0,217.3,102.0,152.8,71,14.7,6.0,3.0,0,66.72,604.8000000000001,0.0410958904109589,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78.0,0,0,130.8,64.0,223.7,116.0,227.8,108,10.0,5.0,1.0,0,54.2,592.3,0.012658227848101266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.0,1,1,203.9,106.0,187.6,99.0,101.7,107,10.5,6.0,3.0,0,58.03,503.7,0.021897810218978103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149.0,0,0,140.4,94.0,271.8,92.0,188.3,108,11.1,9.0,1.0,0,58.44,611.6,0.006666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98.0,0,0,126.3,102.0,166.8,85.0,187.8,135,9.4,2.0,3.0,0,46.63999999999999,490.3,0.030303030303030304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135.0,1,1,173.1,85.0,203.9,107.0,122.2,78,14.6,10.5,0.0,1,56.199999999999996,513.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34.0,0,0,124.8,82.0,282.2,98.0,311.5,78,10.0,4.0,2.0,0,61.92999999999999,728.5,0.05714285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160.0,0,0,85.8,77.0,165.3,110.0,178.5,92,9.2,4.0,3.0,0,39.15,438.8,0.018633540372670808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.0,0,0,154.0,67.0,225.8,118.0,265.3,86,3.5,3.0,1.0,0,58.260000000000005,648.6,0.015384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
59.0,0,1,120.9,97.0,213.0,92.0,163.1,116,8.5,5.0,2.0,0,48.3,505.5,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142.0,0,0,187.0,133.0,134.6,74.0,242.2,127,7.4,5.0,2.0,0,56.129999999999995,571.1999999999999,0.013986013986013986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97.0,0,1,133.2,135.0,217.2,58.0,70.6,79,11.0,3.0,1.0,0,47.25,432.0,0.01020408163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52.0,0,0,191.9,108.0,269.8,96.0,236.8,87,7.8,5.0,3.0,0,68.32,706.3,0.05660377358490566,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60.0,0,0,220.6,57.0,211.1,115.0,249.0,129,6.8,3.0,1.0,0,68.49000000000001,687.5,0.01639344262295082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96.0,0,0,160.2,117.0,267.5,67.0,228.5,68,9.3,5.0,2.0,0,62.76,665.5,0.020618556701030927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
87.0,0,0,151.0,83.0,219.7,116.0,203.9,127,9.7,3.0,3.5,1,56.14,584.3000000000001,0.03977272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
81.0,0,0,175.5,67.0,249.3,85.0,270.2,98,10.2,3.0,1.0,0,65.94,705.2,0.012195121951219513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141.0,0,0,126.9,98.0,180.0,62.0,140.8,128,8.0,2.0,1.0,0,45.370000000000005,455.7,0.007042253521126761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.0,0,1,198.4,129.0,75.3,77.0,181.2,77,5.8,3.0,3.0,1,49.849999999999994,460.7,0.02459016393442623,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.0,0,0,229.3,103.0,177.4,126.0,189.3,95,12.0,8.0,1.0,0,65.82,608.0,0.007936507936507936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
174.0,0,0,192.1,97.0,169.9,94.0,166.6,54,11.4,4.0,1.0,0,57.67999999999999,540.0,0.005714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.0,0,1,268.6,83.0,178.2,142.0,166.3,106,11.6,3.0,2.0,0,71.41999999999999,624.7,0.017094017094017096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149.0,0,1,180.7,92.0,187.8,64.0,265.5,53,12.6,3.0,3.0,0,62.029999999999994,646.6,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38.0,0,0,131.2,98.0,162.9,97.0,159.0,106,8.2,6.0,2.0,0,45.51,461.3,0.05128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,0,1,148.1,74.0,169.5,88.0,214.1,102,6.2,5.0,2.0,0,50.89000000000001,537.9000000000001,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43.0,1,0,251.5,105.0,212.8,104.0,157.8,67,9.3,4.0,0.0,0,70.46,631.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
113.0,1,0,125.2,93.0,206.4,119.0,129.3,139,8.3,8.0,0.0,0,46.88,469.20000000000005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.0,0,0,211.6,70.0,216.9,80.0,153.5,60,7.8,1.0,1.0,0,63.42999999999999,589.8,0.007874015748031496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
150.0,0,0,178.9,101.0,169.1,110.0,148.6,100,13.8,3.0,3.5,1,55.199999999999996,510.40000000000003,0.023178807947019868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
138.0,0,0,241.8,93.0,170.5,83.0,295.3,104,11.8,7.0,3.0,0,72.08,719.4,0.02158273381294964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162.0,0,1,224.9,97.0,188.2,84.0,254.6,61,12.1,2.0,0.0,0,68.96,679.8000000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147.0,0,0,248.6,83.0,148.9,85.0,172.5,109,8.0,4.0,3.0,0,64.84,578.0,0.02027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90.0,0,0,203.4,146.0,226.7,117.0,152.4,105,7.3,4.0,1.0,0,62.67999999999999,589.8,0.01098901098901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50.0,0,0,157.1,90.0,223.3,72.0,181.4,111,6.1,2.0,1.0,0,55.49999999999999,567.9,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82.0,0,0,300.3,109.0,181.0,100.0,270.1,73,11.7,4.0,0.0,1,81.75,763.1000000000001,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144.0,0,0,61.6,117.0,77.1,85.0,173.0,99,8.2,7.0,3.5,1,31.23,319.9,0.02413793103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.0,0,0,170.2,98.0,155.2,102.0,228.6,76,15.0,2.0,1.0,0,56.459999999999994,569.0,0.014084507042253521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
144.0,0,0,201.1,99.0,303.5,74.0,224.0,119,13.2,2.0,1.0,0,73.63,741.8000000000001,0.006896551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
116.0,1,0,215.4,104.0,204.8,79.0,278.5,109,12.6,5.0,3.0,0,69.96000000000001,711.3000000000001,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.0,0,1,165.6,123.0,136.1,95.0,175.7,90,11.0,2.0,3.0,0,50.599999999999994,488.4,0.05357142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.0,0,1,249.5,101.0,259.7,98.0,222.7,68,9.8,4.0,1.0,0,77.16000000000001,741.6999999999999,0.014084507042253521,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106.0,0,0,210.6,96.0,249.2,85.0,191.4,88,12.4,1.0,2.0,1,68.94,663.5999999999999,0.018691588785046728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
94.0,0,0,157.9,105.0,155.0,101.0,189.6,84,8.0,5.0,3.5,1,50.709999999999994,510.5,0.03684210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,0,0,214.3,118.0,208.5,76.0,182.4,98,12.0,2.0,1.0,0,65.6,617.2,0.008928571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
74.0,0,1,154.1,104.0,123.4,84.0,202.1,57,10.9,9.0,2.0,0,48.72,490.5,0.02666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.0,0,0,237.9,125.0,247.6,93.0,208.9,68,13.9,4.0,1.0,1,74.64,708.3,0.007751937984496124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82.0,0,0,143.9,61.0,194.9,105.0,109.6,94,11.1,2.0,1.0,0,48.96,459.5,0.012048192771084338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.0,0,0,124.3,100.0,173.0,107.0,253.2,62,7.9,9.0,1.0,0,49.36000000000001,558.4,0.012345679012345678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.0,0,0,252.9,93.0,178.4,112.0,263.9,105,9.5,7.0,3.0,0,72.6,704.7,0.0379746835443038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
